BatchID,cell_line,drug_name,Drug_concentration (microM),viability1,viability2,viability3,viability4,viability5,viability6,mu/muMax,X/X0
1,OV90,MK-8776,0.45,0.963,1.071,0.835,0.970,0.971,0.854,0.973,0.963
1,OV90,MK-8776,1.4,0.532,0.513,0.463,0.623,0.557,0.535,0.502,0.502
1,OV90,MK-8776,4,0.509,0.445,0.391,0.468,0.466,0.429,0.377,0.422
1,OVCAR3,MK-8776,0.0019,1.072,1.110,1.067,1.129,0.927,0.914,1.066,1.096
1,OVCAR3,MK-8776,0.0055,1.011,0.969,1.178,1.212,1.116,1.081,1.092,1.137
1,OVCAR3,MK-8776,0.017,1.205,1.232,1.271,1.058,1.033,0.975,1.122,1.183
1,OVCAR3,MK-8776,0.05,1.057,1.153,1.099,0.964,1.122,1.030,1.074,1.108
1,OVCAR3,MK-8776,0.15,1.033,0.984,1.068,0.990,1.031,0.881,1.010,1.014
1,OVCAR3,MK-8776,0.45,0.754,0.727,0.580,0.633,0.892,0.743,0.697,0.657
1,OVCAR3,MK-8776,1.4,0.335,0.326,0.437,0.422,0.399,0.386,0.080,0.279
1,OVCAR3,MK-8776,4,0.449,0.386,0.311,0.324,0.374,0.346,-0.003,0.249
1,PA1,MK-8776,0.0019,0.913,0.882,1.074,1.097,1.243,1.279,1.038,1.054
1,PA1,MK-8776,0.0055,0.838,0.981,0.969,1.137,1.168,1.133,1.026,1.036
1,PA1,MK-8776,0.017,0.846,0.951,1.090,0.947,1.307,1.136,1.010,1.013
1,PA1,MK-8776,0.05,0.969,0.965,0.935,0.978,1.049,1.003,0.988,0.983
1,PA1,MK-8776,0.15,1.042,1.024,0.956,1.120,0.958,0.844,0.996,0.994
1,PA1,MK-8776,0.45,0.926,0.985,1.046,1.064,0.996,0.821,0.995,0.994
1,PA1,MK-8776,1.4,0.759,0.767,0.799,0.871,0.754,0.782,0.881,0.848
1,PA1,MK-8776,4,0.759,0.758,0.664,0.633,0.651,0.679,0.815,0.773
1,RKO,MK-8776,0.0019,0.757,0.855,1.080,1.024,1.015,1.020,1.008,1.011
1,RKO,MK-8776,0.0055,0.943,0.930,1.066,0.997,0.973,0.995,0.993,0.990
1,RKO,MK-8776,0.017,0.857,0.819,1.115,1.040,0.967,1.033,1.000,1.000
1,RKO,MK-8776,0.05,0.850,0.968,1.039,1.022,0.971,0.999,0.993,0.990
1,RKO,MK-8776,0.15,0.933,0.933,1.007,0.998,0.846,0.828,0.968,0.957
1,RKO,MK-8776,0.45,0.604,0.602,0.507,0.484,0.559,0.551,0.729,0.687
1,RKO,MK-8776,1.4,0.389,0.321,0.368,0.377,0.338,0.350,0.528,0.520
1,RKO,MK-8776,4,0.302,0.338,0.301,0.358,0.320,0.349,0.488,0.491
1,RPMI7951,MK-8776,0.0019,0.984,1.022,1.065,1.111,1.042,0.970,1.031,1.044
1,RPMI7951,MK-8776,0.0055,0.986,1.013,1.109,1.085,1.030,1.011,1.021,1.029
1,RPMI7951,MK-8776,0.017,0.981,1.003,1.099,1.009,1.069,1.064,1.035,1.050
1,RPMI7951,MK-8776,0.05,0.980,1.056,1.029,1.086,1.049,1.059,1.050,1.071
1,RPMI7951,MK-8776,0.15,0.990,1.023,0.992,0.964,0.887,0.912,0.977,0.969
1,RPMI7951,MK-8776,0.45,0.769,0.760,0.492,0.457,0.542,0.552,0.413,0.443
1,RPMI7951,MK-8776,1.4,0.160,0.167,0.196,0.214,0.183,0.190,-0.636,0.103
1,RPMI7951,MK-8776,4,0.188,0.216,0.151,0.153,0.158,0.175,-0.748,0.089
1,SKMEL30,MK-8776,0.0019,0.821,0.787,1.241,1.092,0.946,1.052,0.999,0.999
1,SKMEL30,MK-8776,0.0055,1.024,1.005,1.216,1.173,1.349,1.083,1.058,1.084
1,SKMEL30,MK-8776,0.017,0.972,0.912,1.321,1.172,1.029,1.023,1.012,1.017
1,SKMEL30,MK-8776,0.05,1.067,0.943,1.196,1.211,1.033,1.064,1.030,1.043
1,SKMEL30,MK-8776,0.15,1.252,0.926,0.829,1.050,1.102,0.922,0.994,0.992
1,SKMEL30,MK-8776,0.45,0.797,0.664,0.511,0.467,0.468,0.462,0.656,0.621
1,SKMEL30,MK-8776,1.4,0.271,0.262,0.412,0.396,0.348,0.438,0.524,0.517
1,SKMEL30,MK-8776,4,0.414,0.620,0.361,0.444,0.570,0.513,0.645,0.612
1,SKMES1,MK-8776,0.0019,0.989,1.024,0.957,1.004,0.956,1.019,0.998,0.997
1,SKMES1,MK-8776,0.0055,1.017,1.030,1.027,1.048,0.896,1.024,1.013,1.019
1,SKMES1,MK-8776,0.017,0.909,0.883,1.044,0.976,0.916,0.921,0.955,0.939
1,SKMES1,MK-8776,0.05,0.927,0.977,0.999,1.041,1.150,1.012,1.003,1.004
1,SKMES1,MK-8776,0.15,0.749,0.806,0.735,0.761,0.720,0.523,0.841,0.802
1,SKMES1,MK-8776,0.45,0.203,0.238,0.122,0.116,0.119,0.189,0.010,0.253
1,SKMES1,MK-8776,1.4,0.082,0.072,0.074,0.073,0.073,0.229,-0.390,0.146
1,SKMES1,MK-8776,4,0.061,0.074,0.062,0.081,0.059,0.054,-0.486,0.127
1,SKOV3,MK-8776,0.0019,1.193,0.960,1.057,NULL,NULL,NULL,1.032,1.045
1,SKOV3,MK-8776,0.0055,0.986,1.115,1.073,NULL,NULL,NULL,1.040,1.057
1,SKOV3,MK-8776,0.017,1.246,1.098,1.100,NULL,NULL,NULL,1.054,1.078
1,SKOV3,MK-8776,0.05,1.045,0.993,0.923,NULL,NULL,NULL,0.996,0.994
1,SKOV3,MK-8776,0.15,1.012,0.969,0.992,NULL,NULL,NULL,0.995,0.993
1,SKOV3,MK-8776,0.45,1.002,0.936,0.933,NULL,NULL,NULL,0.962,0.949
1,SKOV3,MK-8776,1.4,0.682,0.485,0.560,NULL,NULL,NULL,0.668,0.631
1,SKOV3,MK-8776,4,0.199,0.191,0.206,NULL,NULL,NULL,0.075,0.278
1,SW620,MK-8776,0.0019,0.967,1.093,1.071,0.966,0.914,0.901,0.987,0.982
1,SW620,MK-8776,0.0055,0.934,0.995,1.029,1.136,1.142,1.058,1.017,1.024
1,SW620,MK-8776,0.017,0.942,0.974,1.038,1.070,1.027,0.913,1.000,1.000
1,SW620,MK-8776,0.05,0.929,1.015,1.018,1.095,1.027,1.092,1.009,1.012
1,SW620,MK-8776,0.15,1.047,0.984,1.111,1.102,0.951,0.907,1.006,1.008
1,SW620,MK-8776,0.45,1.066,0.953,1.076,1.016,1.050,0.930,1.013,1.018
1,SW620,MK-8776,1.4,1.012,1.081,1.075,1.149,1.018,0.947,1.018,1.025
1,SW620,MK-8776,4,1.062,1.046,1.084,0.977,0.932,0.951,1.005,1.006
1,SW837,MK-8776,0.0019,0.964,1.063,1.125,1.073,1.237,0.976,1.043,1.061
1,SW837,MK-8776,0.0055,0.968,0.989,1.182,1.136,1.032,1.078,1.035,1.049
1,SW837,MK-8776,0.017,1.295,0.944,1.268,1.065,0.859,1.073,1.043,1.062
1,SW837,MK-8776,0.05,1.060,1.146,0.955,1.271,1.058,1.103,1.051,1.073
1,SW837,MK-8776,0.15,1.514,0.511,1.126,0.900,0.955,0.848,0.951,0.934
1,SW837,MK-8776,0.45,0.785,0.769,0.645,0.737,1.116,0.574,0.816,0.774
1,SW837,MK-8776,1.4,0.383,0.129,0.436,0.924,0.378,0.539,0.420,0.448
1,SW837,MK-8776,4,0.334,0.425,0.314,0.239,0.299,0.899,0.269,0.363
1,T47D,MK-8776,0.0019,0.878,1.545,0.979,0.689,1.035,0.946,0.951,0.935
1,T47D,MK-8776,0.0055,0.901,1.649,0.918,1.032,1.350,1.563,1.221,1.358
1,T47D,MK-8776,0.017,1.308,1.013,0.906,0.803,1.014,0.969,0.989,0.984
1,T47D,MK-8776,0.05,1.040,1.529,1.290,1.166,0.995,0.844,1.124,1.187
1,T47D,MK-8776,0.15,1.284,1.094,1.157,0.978,1.044,1.087,1.109,1.164
1,T47D,MK-8776,0.45,0.837,1.155,1.872,0.833,1.151,1.156,1.180,1.284
1,T47D,MK-8776,1.4,1.076,0.924,0.870,1.251,1.257,1.282,1.191,1.304
1,T47D,MK-8776,4,0.880,0.985,0.813,0.847,1.309,0.700,0.815,0.774
1,UACC62,MK-8776,0.0019,1.027,0.972,1.160,1.084,1.212,1.101,1.060,1.086
1,UACC62,MK-8776,0.0055,1.027,0.980,1.065,1.095,1.106,1.084,1.048,1.069
1,UACC62,MK-8776,0.017,1.002,0.971,1.068,1.014,1.175,1.096,1.027,1.038
1,UACC62,MK-8776,0.05,1.060,1.043,1.090,1.036,1.113,1.054,1.037,1.053
1,UACC62,MK-8776,0.15,1.103,1.031,1.044,1.001,0.922,0.873,1.011,1.015
1,UACC62,MK-8776,0.45,0.868,0.880,0.898,0.976,0.897,0.916,0.927,0.904
1,UACC62,MK-8776,1.4,0.784,0.650,0.671,0.810,0.730,0.712,0.780,0.737
1,UACC62,MK-8776,4,0.618,0.676,0.671,0.694,0.732,0.584,0.733,0.691
1,UWB1289,MK-8776,0.0019,1.041,1.094,1.041,1.019,0.995,0.971,1.025,1.035
1,UWB1289,MK-8776,0.0055,1.144,1.103,1.181,1.092,1.042,0.991,1.078,1.114
1,UWB1289,MK-8776,0.017,1.087,0.974,1.053,1.074,1.014,0.982,1.028,1.039
1,UWB1289,MK-8776,0.05,1.091,0.997,1.101,1.017,1.030,0.968,1.019,1.027
1,UWB1289,MK-8776,0.15,0.870,0.682,0.741,0.674,0.696,0.693,0.694,0.655
1,UWB1289,MK-8776,0.45,0.263,0.222,0.153,0.122,0.194,0.174,-0.419,0.140
1,UWB1289,MK-8776,1.4,0.053,0.055,0.052,0.049,0.060,0.062,-1.452,0.033
1,UWB1289,MK-8776,4,0.092,0.064,0.057,0.070,0.074,0.056,-1.266,0.043
1,UWB1289BRCA1,MK-8776,0.0019,1.116,1.057,1.075,1.102,1.006,0.915,1.041,1.059
1,UWB1289BRCA1,MK-8776,0.0055,1.069,1.068,1.090,1.108,1.111,1.108,1.061,1.088
1,UWB1289BRCA1,MK-8776,0.017,1.052,1.060,1.103,1.127,0.981,0.988,1.035,1.050
1,UWB1289BRCA1,MK-8776,0.05,1.110,1.014,1.086,1.074,1.054,0.979,1.040,1.057
1,UWB1289BRCA1,MK-8776,0.15,0.841,0.846,0.791,0.775,0.884,0.774,0.869,0.834
1,UWB1289BRCA1,MK-8776,0.45,0.168,0.133,0.058,0.104,0.073,0.095,-0.489,0.127
1,UWB1289BRCA1,MK-8776,1.4,0.103,0.073,0.061,0.064,0.064,0.058,-0.775,0.085
1,UWB1289BRCA1,MK-8776,4,0.143,0.129,0.145,0.125,0.130,0.113,-0.322,0.160
1,VCAP,MK-8776,0.0019,0.879,1.142,1.227,0.992,1.070,0.928,1.028,1.040
1,VCAP,MK-8776,0.0055,1.165,1.206,1.246,1.051,1.112,0.976,1.119,1.179
1,VCAP,MK-8776,0.017,0.971,0.780,1.029,1.190,1.053,0.964,1.000,1.000
1,VCAP,MK-8776,0.05,1.001,1.124,1.051,0.974,1.050,0.923,1.023,1.033
1,VCAP,MK-8776,0.15,1.058,1.004,1.033,0.873,0.915,0.876,0.962,0.949
1,VCAP,MK-8776,0.45,1.063,0.931,0.911,0.844,0.973,0.977,0.955,0.939
1,VCAP,MK-8776,1.4,0.790,0.711,0.829,0.766,0.674,0.648,0.723,0.681
1,VCAP,MK-8776,4,0.723,0.712,0.770,0.778,0.691,0.679,0.696,0.656
1,ZR751,MK-8776,0.0019,0.935,0.928,0.815,0.923,0.922,0.941,0.906,0.878
1,ZR751,MK-8776,0.0055,0.940,0.991,1.014,0.876,0.911,0.976,0.948,0.930
1,ZR751,MK-8776,0.017,1.078,0.916,0.852,0.888,0.930,0.919,0.896,0.865
1,ZR751,MK-8776,0.05,0.863,0.804,0.814,1.087,1.112,0.806,0.787,0.744
1,ZR751,MK-8776,0.15,0.775,0.920,0.858,1.142,0.874,0.828,0.826,0.786
1,ZR751,MK-8776,0.45,0.795,0.947,0.764,0.836,0.920,0.862,0.801,0.759
1,ZR751,MK-8776,1.4,0.780,0.718,0.857,1.009,0.141,0.824,0.733,0.691
1,ZR751,MK-8776,4,0.707,0.731,0.721,0.727,0.875,0.908,0.618,0.589
1,A2058,MRK-003,0.0045,0.960,1.039,1.086,1.123,1.053,1.164,1.034,1.048
1,A2058,MRK-003,0.014,1.007,1.059,1.033,1.100,0.982,0.392,1.010,1.014
1,A2058,MRK-003,0.04,0.880,1.015,1.091,1.216,1.105,1.217,1.047,1.068
1,A2058,MRK-003,0.12,1.051,1.112,1.104,1.129,1.047,0.307,1.038,1.054
1,A2058,MRK-003,0.37,1.008,1.063,1.078,1.206,0.971,1.084,1.035,1.049
1,A2058,MRK-003,1.1,1.065,1.058,0.983,1.106,1.126,1.200,1.042,1.059
1,A2058,MRK-003,3.4,1.011,1.065,0.941,1.173,0.898,1.104,1.019,1.027
1,A2058,MRK-003,10,0.813,0.917,0.819,0.945,0.892,1.002,0.949,0.932
1,A2780,MRK-003,0.0045,0.936,1.014,1.005,1.068,0.993,0.966,1.000,1.000
1,A2780,MRK-003,0.014,1.073,1.015,1.096,1.087,0.911,0.920,1.017,1.024
1,A2780,MRK-003,0.04,0.977,0.987,1.122,0.938,1.015,0.939,0.993,0.990
1,A2780,MRK-003,0.12,1.042,0.970,1.100,1.020,0.965,0.939,0.998,0.997
1,A2780,MRK-003,0.37,1.082,0.954,0.997,1.073,0.964,0.953,0.992,0.990
1,A2780,MRK-003,1.1,0.910,0.946,1.001,1.005,0.946,0.999,0.989,0.985
1,A2780,MRK-003,3.4,0.763,0.723,0.858,0.779,0.867,0.736,0.899,0.869
1,A2780,MRK-003,10,0.305,0.336,0.398,0.389,0.398,0.489,0.638,0.605
1,A375,MRK-003,0.0045,0.873,0.820,1.092,1.034,1.061,1.064,1.022,1.031
1,A375,MRK-003,0.014,1.078,0.974,1.175,1.032,1.015,1.069,1.024,1.033
1,A375,MRK-003,0.04,0.841,0.774,1.122,1.002,1.094,1.081,1.019,1.027
1,A375,MRK-003,0.12,1.048,0.960,1.137,1.047,0.992,1.000,1.011,1.015
1,A375,MRK-003,0.37,1.039,0.995,0.996,1.061,0.979,0.928,0.998,0.997
1,A375,MRK-003,1.1,1.014,0.933,1.071,1.020,0.970,0.969,0.996,0.995
1,A375,MRK-003,3.4,0.963,0.929,1.059,1.050,1.025,0.969,0.999,0.998
1,A375,MRK-003,10,0.642,0.656,0.585,0.680,0.670,0.656,0.798,0.756
1,A427,MRK-003,0.0045,1.020,1.022,0.981,NULL,NULL,NULL,1.011,1.015
1,A427,MRK-003,0.014,0.983,0.950,0.881,NULL,NULL,NULL,0.972,0.962
1,A427,MRK-003,0.04,0.779,0.833,1.009,NULL,NULL,NULL,0.901,0.872
1,A427,MRK-003,0.12,0.919,0.909,0.941,NULL,NULL,NULL,0.955,0.939
1,A427,MRK-003,0.37,1.028,0.878,0.916,NULL,NULL,NULL,0.953,0.936
1,A427,MRK-003,1.1,0.799,0.862,0.938,NULL,NULL,NULL,0.920,0.895
1,A427,MRK-003,3.4,0.649,0.705,0.781,NULL,NULL,NULL,0.811,0.769
1,A427,MRK-003,10,0.251,0.288,0.346,NULL,NULL,NULL,0.326,0.393
1,CAOV3,MRK-003,0.0045,1.143,1.217,1.014,1.102,1.006,1.000,1.073,1.107
1,CAOV3,MRK-003,0.014,1.233,1.020,1.026,0.931,1.232,1.173,1.124,1.187
1,CAOV3,MRK-003,0.04,1.086,1.065,1.078,1.039,1.382,1.094,1.102,1.152
1,CAOV3,MRK-003,0.12,1.179,1.011,0.925,0.989,1.102,1.062,1.047,1.067
1,CAOV3,MRK-003,0.37,1.265,1.134,1.284,1.107,1.084,0.921,1.148,1.228
1,CAOV3,MRK-003,1.1,1.067,0.989,1.073,1.110,1.286,1.105,1.111,1.167
1,CAOV3,MRK-003,3.4,1.033,0.972,1.015,0.938,0.783,0.923,0.940,0.920
1,CAOV3,MRK-003,10,0.736,0.669,0.809,0.814,0.747,0.638,0.611,0.583
1,COLO320DM,MRK-003,0.0045,0.943,1.096,1.041,0.985,0.970,1.072,1.005,1.006
1,COLO320DM,MRK-003,0.014,1.035,1.010,1.010,0.972,0.987,0.976,0.999,0.999
1,COLO320DM,MRK-003,0.04,1.114,0.951,1.153,0.969,1.111,0.993,1.018,1.026
1,COLO320DM,MRK-003,0.12,0.989,1.095,1.318,1.002,1.024,1.032,1.010,1.014
1,COLO320DM,MRK-003,0.37,1.048,0.962,0.870,0.948,0.906,1.038,0.983,0.977
1,COLO320DM,MRK-003,1.1,0.892,1.051,1.109,0.820,0.739,1.092,0.989,0.986
1,COLO320DM,MRK-003,3.4,0.835,0.814,0.884,0.847,0.844,0.957,0.939,0.920
1,COLO320DM,MRK-003,10,0.842,0.844,0.879,0.829,0.619,0.826,0.935,0.914
1,DLD1,MRK-003,0.0045,0.873,0.997,1.076,1.082,0.808,1.072,1.013,1.018
1,DLD1,MRK-003,0.014,0.995,1.113,1.195,1.078,0.879,1.008,1.016,1.023
1,DLD1,MRK-003,0.04,0.019,0.970,1.118,0.962,0.878,1.085,0.987,0.982
1,DLD1,MRK-003,0.12,0.967,1.047,1.069,1.146,0.993,1.010,1.011,1.015
1,DLD1,MRK-003,0.37,1.062,0.926,0.932,0.911,0.847,0.972,0.972,0.961
1,DLD1,MRK-003,1.1,0.922,0.970,1.018,0.943,0.985,0.951,0.984,0.979
1,DLD1,MRK-003,3.4,1.000,0.883,0.874,0.942,0.885,0.880,0.953,0.936
1,DLD1,MRK-003,10,0.672,0.607,0.667,0.631,0.553,0.609,0.816,0.775
1,EFM192B,MRK-003,0.0045,0.925,1.083,0.946,0.996,0.998,1.016,0.997,0.996
1,EFM192B,MRK-003,0.014,1.011,0.995,1.051,1.089,1.004,0.999,1.007,1.010
1,EFM192B,MRK-003,0.04,0.921,1.050,1.072,1.022,1.164,1.149,1.054,1.078
1,EFM192B,MRK-003,0.12,0.897,0.991,0.976,1.096,0.913,0.936,0.959,0.945
1,EFM192B,MRK-003,0.37,1.058,1.068,1.044,1.135,0.874,0.904,1.045,1.064
1,EFM192B,MRK-003,1.1,1.103,1.101,1.120,0.937,0.998,1.021,1.054,1.077
1,EFM192B,MRK-003,3.4,0.801,1.026,0.916,0.866,1.000,0.765,0.895,0.865
1,EFM192B,MRK-003,10,0.599,0.689,0.790,0.635,0.661,0.681,0.638,0.605
1,ES2,MRK-003,0.0045,0.879,0.846,1.020,1.092,1.067,1.173,1.021,1.029
1,ES2,MRK-003,0.014,1.079,1.005,1.163,1.020,1.049,0.968,1.016,1.023
1,ES2,MRK-003,0.04,0.815,0.763,1.046,1.043,1.089,1.061,1.021,1.030
1,ES2,MRK-003,0.12,1.129,1.108,1.027,1.130,1.045,1.010,1.036,1.051
1,ES2,MRK-003,0.37,1.161,1.079,1.056,1.013,1.008,1.007,1.017,1.023
1,ES2,MRK-003,1.1,1.091,0.983,1.075,0.954,0.896,0.892,0.984,0.978
1,ES2,MRK-003,3.4,0.968,0.918,0.917,1.015,0.933,0.970,0.975,0.966
1,ES2,MRK-003,10,0.791,0.838,0.669,0.663,0.663,0.734,0.826,0.786
1,HCT116,MRK-003,0.0045,0.762,0.949,1.027,1.003,0.967,1.001,0.992,0.989
1,HCT116,MRK-003,0.014,0.999,0.983,1.053,1.012,0.943,0.885,0.996,0.994
1,HCT116,MRK-003,0.04,0.889,0.838,1.076,1.017,0.993,1.055,1.002,1.003
1,HCT116,MRK-003,0.12,0.961,0.969,1.113,1.048,0.955,0.911,0.982,0.976
1,HCT116,MRK-003,0.37,0.960,1.023,0.993,0.902,0.960,0.915,0.980,0.972
1,HCT116,MRK-003,1.1,1.133,0.930,1.012,1.168,1.069,0.997,1.020,1.028
1,HCT116,MRK-003,3.4,0.916,0.924,0.994,0.930,0.920,0.910,0.960,0.946
1,HCT116,MRK-003,10,0.401,0.581,0.522,0.513,0.431,0.544,0.675,0.637
1,HT144,MRK-003,0.0045,0.939,1.004,1.060,1.085,1.042,0.978,1.017,1.023
1,HT144,MRK-003,0.014,1.022,0.942,0.995,1.010,1.146,0.877,1.002,1.002
1,HT144,MRK-003,0.04,0.943,0.856,1.016,0.988,0.971,0.949,0.970,0.959
1,HT144,MRK-003,0.12,0.935,0.930,1.059,1.011,0.991,0.874,0.973,0.963
1,HT144,MRK-003,0.37,0.918,0.943,0.902,0.862,0.835,0.830,0.908,0.880
1,HT144,MRK-003,1.1,0.920,0.991,0.814,0.734,0.912,0.895,0.926,0.902
1,HT144,MRK-003,3.4,0.872,0.914,0.889,0.950,0.796,0.850,0.907,0.879
1,HT144,MRK-003,10,0.810,0.867,0.824,1.052,0.745,0.745,0.852,0.814
1,HT29,MRK-003,0.0045,0.966,1.034,1.153,1.161,1.082,1.042,1.026,1.037
1,HT29,MRK-003,0.014,0.919,1.013,1.127,1.191,1.073,0.947,1.018,1.026
1,HT29,MRK-003,0.04,0.978,0.869,0.936,0.955,0.925,1.178,0.976,0.967
1,HT29,MRK-003,0.12,0.975,1.052,1.081,0.930,0.946,0.989,0.992,0.989
1,HT29,MRK-003,0.37,0.860,0.935,0.716,0.924,0.841,0.855,0.933,0.911
1,HT29,MRK-003,1.1,0.853,0.887,0.793,0.942,0.614,0.822,0.922,0.898
1,HT29,MRK-003,3.4,0.585,0.588,0.383,0.709,0.667,0.559,0.767,0.723
1,HT29,MRK-003,10,0.079,0.135,0.129,0.132,0.062,0.109,0.068,0.275
1,KPL1,MRK-003,0.0045,0.931,1.050,1.121,1.201,1.168,0.964,1.057,1.082
1,KPL1,MRK-003,0.014,1.009,1.046,1.110,1.134,1.192,0.883,1.052,1.074
1,KPL1,MRK-003,0.04,0.916,0.999,0.935,1.119,1.126,1.006,1.002,1.003
1,KPL1,MRK-003,0.12,0.939,0.983,1.015,1.039,0.924,0.927,0.973,0.963
1,KPL1,MRK-003,0.37,0.949,0.955,1.039,0.982,0.879,0.906,0.966,0.954
1,KPL1,MRK-003,1.1,0.835,0.746,1.105,0.925,0.979,1.025,0.966,0.954
1,KPL1,MRK-003,3.4,0.734,0.721,0.662,0.776,0.724,0.632,0.777,0.734
1,KPL1,MRK-003,10,0.393,0.426,0.484,0.399,0.393,0.439,0.391,0.430
1,LNCAP,MRK-003,0.0045,1.020,1.142,0.820,1.283,1.023,0.645,1.013,1.018
1,LNCAP,MRK-003,0.014,0.862,1.557,0.907,1.241,1.013,1.287,1.073,1.107
1,LNCAP,MRK-003,0.04,1.048,1.142,0.687,1.238,1.218,1.016,1.056,1.080
1,LNCAP,MRK-003,0.12,1.099,1.295,0.985,0.797,0.683,1.263,1.025,1.035
1,LNCAP,MRK-003,0.37,1.032,0.878,0.902,0.733,0.727,1.079,0.929,0.906
1,LNCAP,MRK-003,1.1,0.896,0.929,0.631,0.644,0.655,1.180,0.844,0.806
1,LNCAP,MRK-003,3.4,0.856,0.655,0.888,0.842,0.837,0.926,0.900,0.870
1,LNCAP,MRK-003,10,0.538,0.604,0.585,0.512,0.703,0.313,0.646,0.613
1,LOVO,MRK-003,0.0045,1.073,1.016,1.116,0.889,0.882,1.198,1.021,1.030
1,LOVO,MRK-003,0.014,1.070,0.867,1.112,1.021,0.907,1.117,1.021,1.030
1,LOVO,MRK-003,0.04,0.817,1.034,0.866,1.330,1.100,0.993,1.006,1.009
1,LOVO,MRK-003,0.12,1.009,0.932,1.096,1.216,0.997,1.030,1.009,1.013
1,LOVO,MRK-003,0.37,0.862,0.892,1.187,0.892,0.825,0.633,0.937,0.916
1,LOVO,MRK-003,1.1,0.699,0.747,0.643,0.649,0.879,0.785,0.844,0.805
1,LOVO,MRK-003,3.4,0.638,0.706,0.506,0.698,0.689,0.694,0.822,0.782
1,LOVO,MRK-003,10,0.329,0.381,0.357,0.378,0.305,0.434,0.518,0.513
1,MDAMB436,MRK-003,0.0045,1.057,1.050,1.146,1.139,1.111,0.987,1.045,1.065
1,MDAMB436,MRK-003,0.014,1.141,1.121,1.191,1.291,0.992,0.934,1.069,1.100
1,MDAMB436,MRK-003,0.04,0.971,0.958,1.072,1.067,1.108,0.968,1.011,1.015
1,MDAMB436,MRK-003,0.12,1.097,1.143,1.187,1.157,0.947,0.903,1.064,1.092
1,MDAMB436,MRK-003,0.37,0.989,1.133,1.114,1.040,1.045,1.070,1.031,1.044
1,MDAMB436,MRK-003,1.1,1.033,1.129,1.055,1.129,0.959,1.019,1.024,1.034
1,MDAMB436,MRK-003,3.4,0.989,0.972,0.895,0.950,0.968,1.004,0.983,0.977
1,MDAMB436,MRK-003,10,0.856,0.964,0.837,0.863,0.842,0.852,0.912,0.885
1,MSTO,MRK-003,0.0045,1.119,1.101,0.928,1.168,0.978,1.062,1.033,1.047
1,MSTO,MRK-003,0.014,0.822,1.446,0.769,1.021,0.965,1.105,0.997,0.996
1,MSTO,MRK-003,0.04,0.826,0.906,0.905,1.069,0.883,1.336,0.958,0.944
1,MSTO,MRK-003,0.12,0.921,0.839,1.012,1.228,0.823,0.721,0.946,0.928
1,MSTO,MRK-003,0.37,0.823,1.067,0.905,1.250,1.062,1.157,1.026,1.037
1,MSTO,MRK-003,1.1,0.746,1.149,1.022,1.124,1.006,1.043,1.013,1.019
1,MSTO,MRK-003,3.4,0.676,0.795,0.589,0.910,0.774,0.951,0.898,0.868
1,MSTO,MRK-003,10,0.447,0.732,0.556,0.607,0.614,0.658,0.793,0.750
1,NCIH1650,MRK-003,0.0045,1.045,1.049,1.040,1.141,0.968,1.023,1.032,1.045
1,NCIH1650,MRK-003,0.014,1.050,1.101,1.032,1.040,0.962,1.009,1.028,1.039
1,NCIH1650,MRK-003,0.04,0.953,0.965,0.986,1.051,1.049,0.975,0.985,0.979
1,NCIH1650,MRK-003,0.12,0.993,1.049,1.042,1.005,0.839,0.880,0.999,0.999
1,NCIH1650,MRK-003,0.37,1.036,0.954,0.946,0.934,0.930,0.950,0.959,0.944
1,NCIH1650,MRK-003,1.1,1.014,1.051,0.896,0.703,0.852,0.954,0.940,0.920
1,NCIH1650,MRK-003,3.4,0.885,0.914,0.866,0.880,0.863,0.893,0.904,0.875
1,NCIH1650,MRK-003,10,0.804,0.764,0.784,0.632,0.740,0.746,0.783,0.740
1,NCIH2122,MRK-003,0.0045,1.016,0.929,1.112,1.074,0.971,1.000,1.004,1.005
1,NCIH2122,MRK-003,0.014,1.153,1.043,1.109,1.113,0.983,1.036,1.033,1.047
1,NCIH2122,MRK-003,0.04,0.954,0.882,1.143,1.109,1.066,1.038,1.023,1.032
1,NCIH2122,MRK-003,0.12,1.085,1.044,1.255,1.036,0.964,0.983,1.018,1.025
1,NCIH2122,MRK-003,0.37,1.028,1.014,1.096,1.036,0.894,0.857,1.009,1.013
1,NCIH2122,MRK-003,1.1,1.194,1.193,1.022,0.950,0.993,1.007,1.007,1.009
1,NCIH2122,MRK-003,3.4,0.866,0.831,0.840,0.889,0.827,0.785,0.919,0.894
1,NCIH2122,MRK-003,10,0.748,0.769,0.839,0.727,0.708,0.714,0.862,0.826
1,NCIH23,MRK-003,0.0045,1.047,0.835,1.019,0.986,0.913,1.134,1.001,1.002
1,NCIH23,MRK-003,0.014,1.054,1.087,1.017,0.974,1.031,0.836,1.011,1.016
1,NCIH23,MRK-003,0.04,0.953,1.046,1.069,1.077,1.150,1.028,1.026,1.037
1,NCIH23,MRK-003,0.12,1.071,1.054,1.080,0.998,1.028,0.954,1.019,1.026
1,NCIH23,MRK-003,0.37,1.161,1.063,1.102,0.997,0.938,0.962,1.014,1.019
1,NCIH23,MRK-003,1.1,0.976,1.025,1.012,0.887,0.948,0.991,0.992,0.989
1,NCIH23,MRK-003,3.4,1.013,0.929,1.013,0.986,1.105,0.933,1.000,0.999
